App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Descargas,Descargas2,Categoria,tamaño,tamaño2,Gratuito,tipo_contenido,Genero1,dias_sin_actualizar,meses_sin_actualizar,grupomeses,version_actual,grupoversiones,version_android,Genero2,media_inst_grp_ver,mediana_inst_grp_ver,med_versandroid
BW Wallpaper,PERSONALIZATION,4.5,4.0,511k,50,Free,0.0,Everyone,Personalization,2016-12-31,"1,4",4.0 and up,4.0,0.0,7.0,511.0,6.0,1.0,1.0,9,2665,89.0,3.0,1,0.0,6,2.373076923076923,2,2,3.0
South Florida AA Meetings,LIFESTYLE,5.0,10.0,21M,1000,Free,0.0,Everyone,Lifestyle,2018-05-24,"2,18",4.1 and up,7.0,1.0,3.0,21000.0,3.0,1.0,1.0,4,2156,72.0,4.0,2,1.0,9,2.1333333333333333,3,3,3.0
Photo Editor & Candy Camera & Grid & ScrapBook,ART_AND_DESIGN,4.1,159.0,19M,10000,Free,0.0,Everyone,Art & Design,2018-01-07,1.0.0,4.0.3 and up,9.0,2.0,14.0,19000.0,3.0,1.0,1.0,16,2293,76.0,3.0,1,0.0,7,2.660377358490566,2,2,2.0
LEGO® TV,FAMILY,3.7,17250.0,7.2M,1000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,4.0.2,5.0 and up,13.0,4.0,12.0,7200.0,2.0,1.0,5.0,17,2084,69.0,5.0,4,2.0,10,2.6990131578947367,4,4,3.0
Scoreboard FR,LIFESTYLE,4.3,3.0,15M,100,Free,0.0,Everyone,Lifestyle,2018-08-07,"2,1",4.2 and up,5.0,0.0,3.0,15000.0,3.0,1.0,1.0,4,2081,69.0,5.0,2,1.0,8,2.1333333333333333,3,3,3.0
Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27.0,7.1M,500,Free,0.0,Everyone,News & Magazines,2018-05-06,7.5.0,4.1 and up,6.0,0.0,11.0,7100.0,2.0,1.0,1.0,14,2174,72.0,4.0,7,2.0,9,2.620320855614973,4,4,3.0
Online Girls Chat,DATING,4.8,5323.0,3.5M,50000,Free,0.0,Mature 17+,Dating,2018-04-21,"8,2",4.0.3 and up,10.0,2.0,4.0,3500.0,6.0,1.0,2.0,5,2189,73.0,2.0,8,1.0,7,2.142857142857143,3,3,2.0
LOBSTR - go on a lunch date,DATING,3.7,101.0,15M,10000,Free,0.0,Mature 17+,Dating,2018-07-24,2,4.1 and up,9.0,2.0,4.0,15000.0,3.0,1.0,2.0,5,2095,70.0,5.0,2,1.0,9,2.142857142857143,3,3,3.0
"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417.0,28M,100000,Free,0.0,Everyone,Finance,2018-08-03,3.5.0,4.4 and up,11.0,3.0,8.0,28000.0,4.0,1.0,1.0,10,2085,70.0,5.0,3,1.0,11,2.4,3,3,3.0
BU Mobile,FAMILY,4.5,472.0,4.3M,10000,Free,0.0,Everyone,Education,2018-07-06,2.4.1,2.3.3 and up,9.0,2.0,12.0,4300.0,1.0,1.0,1.0,3,2113,70.0,5.0,2,1.0,5,2.057603686635945,3,3,3.0
FK Željezničar Izzy,FAMILY,4.9,119.0,17M,1000,Free,0.0,Everyone,Entertainment,2016-11-18,1,4.4 and up,7.0,1.0,12.0,17000.0,3.0,1.0,1.0,17,2708,90.0,2.0,1,0.0,11,2.6990131578947367,2,2,3.0
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425.0,8.6M,1000000,Free,0.0,Everyone,News & Magazines,2018-07-18,5.14.0,4.0.3 and up,13.0,4.0,11.0,8600.0,2.0,1.0,1.0,14,2101,70.0,5.0,5,2.0,7,2.620320855614973,4,4,2.0
My Vodacom SA,COMMUNICATION,3.7,25021.0,61M,5000000,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3 and up,14.0,4.0,21.0,61000.0,5.0,1.0,1.0,24,2123,71.0,4.0,9,2.0,3,2.889502762430939,4,4,2.0
Open Camera,PHOTOGRAPHY,4.3,116880.0,2.0M,10000000,Free,0.0,Everyone,Photography,2018-04-23,1.43.3,4.0.3 and up,15.0,5.0,29.0,2000.0,6.0,1.0,1.0,43,2187,73.0,2.0,1,0.0,7,3.6265060240963853,2,2,2.0
Resume Maker / CV creator & Templates,TOOLS,4.2,54.0,22M,5000,Free,0.0,Everyone,Tools,2018-04-15,1.0.6,4.0.3 and up,8.0,1.0,13.0,22000.0,3.0,1.0,1.0,15,2195,73.0,2.0,1,0.0,7,2.66,2,2,2.0
Chuck E.'s Skate Universe,FAMILY,3.9,94910.0,44M,10000000,Free,0.0,Everyone,Action;Action & Adventure,2017-01-10,"1,12",4.3 and up,15.0,5.0,12.0,44000.0,4.0,1.0,1.0,44,2655,88.0,0.0,1,0.0,3,3.6554621848739495,2,2,2.0
Nurse Grid,MEDICAL,4.5,1686.0,15M,100000,Free,0.0,Everyone,Medical,2018-07-30,"2,9",4.4 and up,11.0,3.0,0.0,15000.0,3.0,1.0,1.0,0,2089,70.0,5.0,2,1.0,11,1.3285198555956679,3,3,3.0
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527.0,21M,10000000,Free,0.0,Everyone 10+,Education,2018-08-01,13.9.0.161,5.0 and up,15.0,5.0,31.0,21000.0,3.0,1.0,5.0,3,2087,70.0,5.0,13,2.0,10,2.057603686635945,4,4,3.0
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930.0,15M,5000000,Free,0.0,Everyone,Travel & Local,2018-07-26,4.38.176,4.4 and up,14.0,4.0,22.0,15000.0,3.0,1.0,1.0,25,2093,70.0,5.0,4,2.0,11,2.892857142857143,4,4,3.0
UniFi,TOOLS,4.7,11018.0,25M,500000,Free,0.0,Everyone,Tools,2018-07-25,1.7.0,4.1 and up,12.0,3.0,13.0,25000.0,3.0,1.0,1.0,15,2094,70.0,5.0,1,0.0,9,2.66,2,2,3.0
TN Electricity (TNEB),LIFESTYLE,3.9,73.0,3.8M,10000,Free,0.0,Everyone,Lifestyle,2016-12-21,8,2.3 and up,9.0,2.0,3.0,3800.0,1.0,1.0,1.0,4,2675,89.0,3.0,8,1.0,12,2.1333333333333333,3,3,3.0
HauteLook,SHOPPING,4.1,7193.0,7.3M,500000,Free,0.0,Everyone,Shopping,2018-07-13,5.0.2,4.4 and up,12.0,3.0,27.0,7300.0,2.0,1.0,1.0,37,2106,70.0,5.0,5,2.0,11,3.3933333333333335,4,4,3.0
DS App Manager,TOOLS,4.6,14.0,2.1M,1000,Free,0.0,Everyone,Tools,2015-03-21,1,2.3 and up,7.0,1.0,13.0,2100.0,6.0,1.0,1.0,15,3316,111.0,0.0,1,0.0,12,2.66,2,2,3.0
Masha and the Bear: Climb Racing and Car Games,FAMILY,4.5,2200.0,73M,1000000,Free,0.0,Everyone,Racing;Pretend Play,2018-07-23,1.1.0,4.1 and up,13.0,4.0,12.0,73000.0,5.0,1.0,1.0,46,2096,70.0,5.0,1,0.0,9,3.872093023255814,2,2,3.0
Anger of stick 5 : zombie,GAME,4.5,549039.0,23M,50000000,Free,0.0,Teen,Action,2018-08-03,1.1.5,2.3 and up,16.0,5.0,30.0,23000.0,3.0,1.0,3.0,44,2085,70.0,5.0,1,0.0,12,3.6554621848739495,2,2,3.0
"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,4.1,23440.0,30M,1000000,Free,0.0,Everyone,Photography,2018-07-11,1.8.2,4.0 and up,13.0,4.0,29.0,30000.0,4.0,1.0,1.0,43,2108,70.0,5.0,1,0.0,6,3.6265060240963853,2,2,3.0
To-Do List Widget,PRODUCTIVITY,3.9,7801.0,201k,1000000,Free,0.0,Everyone,Productivity,2013-09-28,2,1.5 and up,13.0,4.0,15.0,201.0,6.0,1.0,1.0,18,3855,128.0,4.0,2,1.0,8,2.7002237136465324,3,3,3.0
Monster High™,FAMILY,4.1,66660.0,22M,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,"5,2",4.1 and up,14.0,4.0,12.0,22000.0,3.0,1.0,1.0,38,2267,76.0,3.0,5,2.0,9,3.396039603960396,4,4,3.0
Analog Clock AW Plus-7,TOOLS,4.2,725.0,3.0M,100000,Free,0.0,Everyone,Tools,2018-03-14,2,4.3 and up,11.0,3.0,13.0,3000.0,6.0,1.0,1.0,15,2227,74.0,1.0,2,1.0,3,2.66,3,3,2.0
Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78.0,10M,10000,Free,0.0,Everyone,Personalization,2016-06-20,1,2.3.3 and up,9.0,2.0,7.0,10000.0,2.0,1.0,1.0,9,2859,95.0,3.0,1,0.0,5,2.373076923076923,2,2,3.0
EZ View,BUSINESS,3.0,287.0,9.8M,50000,Free,0.0,Everyone,Business,2015-10-26,1.0.0.32,4.0 and up,10.0,2.0,2.0,9800.0,2.0,1.0,1.0,2,3097,103.0,1.0,1,0.0,6,1.6111111111111112,2,2,3.0
ADWLauncher 1 EX,PERSONALIZATION,4.3,28728.0,2.8M,500000,Paid,2.49,Everyone,Personalization,2013-07-27,1.3.3.9,1.6 and up,12.0,3.0,7.0,2800.0,6.0,0.0,1.0,9,3918,131.0,3.0,1,0.0,0,2.373076923076923,2,2,2.0
Cx File Explorer,TOOLS,4.7,175.0,4.3M,10000,Free,0.0,Everyone,Tools,2018-07-28,1.0.7,5.0 and up,9.0,2.0,13.0,4300.0,1.0,1.0,1.0,15,2091,70.0,5.0,1,0.0,10,2.66,2,2,3.0
Candy Day,FAMILY,4.5,11716.0,48M,1000000,Free,0.0,Everyone,Casual;Brain Games,2018-08-03,8.4.3180,4.0 and up,13.0,4.0,12.0,48000.0,5.0,1.0,1.0,38,2085,70.0,5.0,8,1.0,6,3.396039603960396,3,3,3.0
Audiobooks from Audible,BOOKS_AND_REFERENCE,4.5,568922.0,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-08-01,Varies with device,Varies with device,17.0,5.0,6.0,0.0,6.0,1.0,3.0,6,2087,70.0,5.0,100,2.0,13,2.25,4,4,4.0
Retro City Rampage DX,GAME,4.7,416.0,16M,10000,Paid,2.99,Teen,Action,2017-01-12,1.0.5,4.0 and up,9.0,2.0,30.0,16000.0,3.0,0.0,3.0,44,2653,88.0,0.0,1,0.0,6,3.6554621848739495,2,2,3.0
Ad Block REMOVER - NEED ROOT,TOOLS,3.3,999.0,91k,100000,Free,0.0,Everyone,Tools,2013-12-17,"3,2",2.2 and up,11.0,3.0,13.0,91.0,6.0,1.0,1.0,15,3775,126.0,2.0,3,1.0,1,2.66,3,3,2.0
Mitchell AH,MEDICAL,0.0,0.0,29M,50,Free,0.0,Everyone,Medical,2018-05-23,300000.1.08,4.0.3 and up,4.0,0.0,0.0,29000.0,4.0,1.0,1.0,0,2157,72.0,4.0,30,0.0,7,1.3285198555956679,2,2,2.0
iFish BC,SPORTS,3.6,25.0,6.0M,1000,Paid,3.99,Everyone,Sports,2015-02-18,"2,1",2.3 and up,7.0,1.0,20.0,6000.0,1.0,0.0,1.0,23,3347,112.0,2.0,2,1.0,12,2.823529411764706,3,3,3.0
Tiny Call Confirm,COMMUNICATION,4.1,22782.0,351k,1000000,Free,0.0,Everyone,Communication,2015-03-25,4.2.0,2.2 and up,13.0,4.0,21.0,351.0,6.0,1.0,1.0,24,3312,110.0,3.0,4,2.0,1,2.889502762430939,4,4,2.0
AR effect,PHOTOGRAPHY,4.2,79792.0,Varies with device,100000000,Free,0.0,Everyone,Photography,2018-08-03,Varies with device,Varies with device,17.0,5.0,29.0,0.0,6.0,1.0,1.0,43,2085,70.0,5.0,100,2.0,13,3.6265060240963853,4,4,4.0
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737.0,1.7M,500000,Free,0.0,Everyone,Productivity,2015-11-26,2.0.3,2.0 and up,12.0,3.0,15.0,1700.0,6.0,1.0,1.0,18,3066,102.0,3.0,2,1.0,2,2.7002237136465324,3,3,2.0
6 Pack Promise - Ultimate Abs,HEALTH_AND_FITNESS,4.6,18921.0,Varies with device,1000000,Free,0.0,Everyone,Health & Fitness,2018-08-04,Varies with device,Varies with device,13.0,4.0,17.0,0.0,6.0,1.0,1.0,20,2084,69.0,5.0,100,2.0,13,2.7560975609756095,4,4,4.0
Villains vs Superheroes,FAMILY,4.3,128.0,22M,10000,Free,0.0,Everyone,Puzzle,2017-09-12,3.3.3z,4.0.3 and up,9.0,2.0,12.0,22000.0,3.0,1.0,1.0,35,2410,80.0,1.0,3,1.0,7,3.361963190184049,3,3,2.0
myChevrolet,LIFESTYLE,3.5,6747.0,Varies with device,1000000,Free,0.0,Everyone,Lifestyle,2018-06-11,Varies with device,Varies with device,13.0,4.0,3.0,0.0,6.0,1.0,1.0,4,2138,71.0,4.0,100,2.0,13,2.1333333333333333,4,4,4.0
Guns of Glory,GAME,4.0,120592.0,77M,10000000,Free,0.0,Everyone 10+,Strategy,2018-07-31,2.0.2,4.0.3 and up,15.0,5.0,30.0,77000.0,5.0,1.0,5.0,45,2088,70.0,5.0,2,1.0,7,3.7222222222222223,3,3,2.0
Sago Mini Hat Maker,EDUCATION,4.9,11.0,63M,1000,Paid,3.99,Everyone,Education;Pretend Play,2017-07-24,1,4.0.3 and up,7.0,1.0,31.0,63000.0,5.0,0.0,1.0,3,2460,82.0,1.0,1,0.0,7,2.057603686635945,2,2,2.0
FANDOM: Arrow and The Flash,FAMILY,4.5,3935.0,9.5M,100000,Free,0.0,Mature 17+,Entertainment,2018-06-07,2.9.8,4.4 and up,11.0,3.0,12.0,9500.0,2.0,1.0,2.0,17,2142,71.0,4.0,2,1.0,11,2.6990131578947367,3,3,3.0
FC Red Bull Salzburg App,SPORTS,4.5,1526.0,89M,50000,Free,0.0,Everyone,Sports,2018-08-07,4.0.4-R,5.0 and up,10.0,2.0,20.0,89000.0,5.0,1.0,1.0,23,2081,69.0,5.0,4,2.0,10,2.823529411764706,4,4,3.0
Air Conditioner Maintenance,PRODUCTIVITY,4.0,11.0,220k,5000,Free,0.0,Everyone,Productivity,2015-11-27,airConditionerMaintenance_13112015,2.3.3 and up,8.0,1.0,15.0,220.0,6.0,1.0,1.0,18,3065,102.0,3.0,100,2.0,5,2.7002237136465324,4,4,3.0
Mobizen Screen Recorder for SAMSUNG,VIDEO_PLAYERS,4.4,953894.0,37M,10000000,Free,0.0,Everyone,Video Players & Editors,2018-04-26,3.5.1.8,Varies with device,15.0,5.0,26.0,37000.0,4.0,1.0,1.0,33,2184,73.0,2.0,3,1.0,13,3.3275862068965516,3,3,4.0
BJ's Community SoundBoard,FAMILY,0.0,0.0,Varies with device,5,Free,0.0,Teen,Entertainment,2018-02-11,Varies with device,Varies with device,2.0,0.0,12.0,0.0,6.0,1.0,3.0,17,2258,75.0,2.0,100,2.0,13,2.6990131578947367,4,4,4.0
MX Player,VIDEO_PLAYERS,4.5,6469179.0,Varies with device,500000000,Free,0.0,Everyone,Video Players & Editors,2018-08-01,Varies with device,Varies with device,18.0,5.0,26.0,0.0,6.0,1.0,1.0,33,2087,70.0,5.0,100,2.0,13,3.3275862068965516,4,4,4.0
REI Co-op Mastercard,FINANCE,2.9,320.0,23M,10000,Free,0.0,Everyone,Finance,2018-06-14,2.13.11,4.4 and up,9.0,2.0,8.0,23000.0,3.0,1.0,1.0,10,2135,71.0,4.0,2,1.0,11,2.4,3,3,3.0
Safe Wi-Fi,PRODUCTIVITY,2.9,32.0,9.7M,1000,Free,0.0,Everyone,Productivity,2018-08-03,1.3.22,4.4 and up,7.0,1.0,15.0,9700.0,2.0,1.0,1.0,18,2085,70.0,5.0,1,0.0,11,2.7002237136465324,2,2,3.0
Starbucks,FOOD_AND_DRINK,4.5,455377.0,35M,10000000,Free,0.0,Everyone,Food & Drink,2018-08-01,4.11.1,4.4 and up,15.0,5.0,24.0,35000.0,4.0,1.0,1.0,28,2087,70.0,5.0,4,2.0,11,3.013157894736842,4,4,3.0
King of Math,FAMILY,4.4,766.0,14M,10000,Paid,2.99,Everyone,Education;Education,2018-05-22,1.0.11,2.2 and up,9.0,2.0,12.0,14000.0,3.0,0.0,1.0,3,2158,72.0,4.0,1,0.0,1,2.057603686635945,2,2,2.0
Castle Defense : Invasion,FAMILY,4.2,1484.0,41M,100000,Free,0.0,Everyone,Strategy,2018-07-15,1.2.1,4.0.3 and up,11.0,3.0,12.0,41000.0,4.0,1.0,1.0,45,2104,70.0,5.0,1,0.0,7,3.7222222222222223,2,2,2.0
Business Calendar 2,PRODUCTIVITY,4.6,102594.0,15M,5000000,Free,0.0,Everyone,Productivity,2018-07-23,2.30.1,4.1 and up,14.0,4.0,15.0,15000.0,3.0,1.0,1.0,18,2096,70.0,5.0,2,1.0,9,2.7002237136465324,3,3,3.0
A & B Taxi,MAPS_AND_NAVIGATION,4.1,41.0,25M,1000,Free,0.0,Everyone,Maps & Navigation,2018-07-04,0.19.13-SPECTRUM,4.0.3 and up,7.0,1.0,18.0,25000.0,3.0,1.0,1.0,21,2115,70.0,5.0,0,0.0,7,2.7752293577981653,2,2,2.0
LOVOO,SOCIAL,4.0,852455.0,68M,10000000,Free,0.0,Mature 17+,Social,2018-08-03,27,4.2 and up,15.0,5.0,23.0,68000.0,5.0,1.0,2.0,26,2085,70.0,5.0,27,2.0,8,2.9078947368421053,4,4,3.0
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290.0,73M,10000,Free,0.0,Teen,Role Playing,2018-05-23,1,4.3 and up,9.0,2.0,12.0,73000.0,5.0,1.0,3.0,36,2157,72.0,4.0,1,0.0,3,3.391891891891892,2,2,2.0
World History Quick e-Book,FAMILY,4.4,1657.0,4.9M,100000,Free,0.0,Everyone,Education;Education,2018-07-17,"1,35",4.1 and up,11.0,3.0,12.0,4900.0,1.0,1.0,1.0,3,2102,70.0,5.0,1,0.0,9,2.057603686635945,2,2,3.0
Bike Rivals,GAME,4.2,212067.0,48M,10000000,Free,0.0,Everyone,Racing,2015-07-15,1.5.2,2.3.3 and up,15.0,5.0,30.0,48000.0,5.0,1.0,1.0,46,3200,107.0,2.0,1,0.0,5,3.872093023255814,2,2,3.0
BL Community Icon Pack,PERSONALIZATION,4.0,289.0,2.7M,10000,Free,0.0,Everyone,Personalization,2013-05-06,"1,01",2.1 and up,9.0,2.0,7.0,2700.0,6.0,1.0,1.0,9,4000,133.0,0.0,1,0.0,4,2.373076923076923,2,2,2.0
"FastMeet: Chat, Dating, Love",DATING,4.2,22545.0,5.9M,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.4,4.0.3 and up,13.0,4.0,4.0,5900.0,1.0,1.0,2.0,5,2092,70.0,5.0,1,0.0,7,2.142857142857143,2,2,2.0
AB Crush Match 3,FAMILY,4.3,96.0,54M,10000,Free,0.0,Everyone,Casual,2017-02-23,"1,1",2.3 and up,9.0,2.0,12.0,54000.0,5.0,1.0,1.0,38,2611,87.0,2.0,1,0.0,12,3.396039603960396,2,2,3.0
"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143.0,26M,5000,Paid,0.99,Mature 17+,News & Magazines,2018-07-26,4.1.10,4.1 and up,8.0,1.0,11.0,26000.0,4.0,0.0,2.0,14,2093,70.0,5.0,4,2.0,9,2.620320855614973,4,4,3.0
Talking Tom Bubble Shooter,FAMILY,4.4,687136.0,54M,50000000,Free,0.0,Everyone,Casual,2018-05-25,1.5.3.20,4.1 and up,16.0,5.0,12.0,54000.0,5.0,1.0,1.0,38,2155,72.0,4.0,1,0.0,9,3.396039603960396,2,2,3.0
El Laberinto del Demonio 2,FAMILY,4.1,3654.0,25M,100000,Free,0.0,Teen,Puzzle,2017-04-14,1.0.1,4.0 and up,11.0,3.0,12.0,25000.0,3.0,1.0,3.0,35,2561,85.0,0.0,1,0.0,6,3.361963190184049,2,2,3.0
Lezhin Comics - Daily Releases,COMICS,3.0,28447.0,15M,1000000,Free,0.0,Teen,Comics,2018-07-31,Varies with device,Varies with device,13.0,4.0,16.0,15000.0,3.0,1.0,3.0,19,2088,70.0,5.0,100,2.0,13,2.732075471698113,4,4,4.0
Resume & CV Creator by Desygner,PRODUCTIVITY,4.5,48.0,26M,5000,Free,0.0,Everyone,Productivity,2018-07-23,2.11.1,5.0 and up,8.0,1.0,15.0,26000.0,4.0,1.0,1.0,18,2096,70.0,5.0,2,1.0,10,2.7002237136465324,3,3,3.0
DP & Status,FAMILY,4.3,1922.0,4.7M,500000,Free,0.0,Everyone,Entertainment,2018-01-09,"1,13",4.1 and up,12.0,3.0,12.0,4700.0,1.0,1.0,1.0,17,2291,76.0,3.0,1,0.0,9,2.6990131578947367,2,2,3.0
Like A Boss,FAMILY,4.4,17069.0,94M,500000,Free,0.0,Everyone 10+,Role Playing,2018-08-01,1.0.17.2,5.0 and up,12.0,3.0,12.0,94000.0,5.0,1.0,5.0,36,2087,70.0,5.0,1,0.0,10,3.391891891891892,2,2,3.0
DCUO|CR Calculator Lite,TOOLS,4.0,182.0,1.7M,10000,Free,0.0,Everyone,Tools,2017-08-14,"3,3",3.0 and up,9.0,2.0,13.0,1700.0,6.0,1.0,1.0,15,2439,81.0,1.0,3,1.0,2,2.66,3,3,2.0
Intellijoy Early Learning Academy,FAMILY,4.3,160.0,67M,50000,Free,0.0,Everyone,Education;Education,2018-06-18,3.4.0,Varies with device,10.0,2.0,12.0,67000.0,5.0,1.0,1.0,3,2131,71.0,4.0,3,1.0,13,2.057603686635945,3,3,4.0
CD-Zing,BUSINESS,3.8,70.0,Varies with device,1000,Free,0.0,Everyone,Business,2016-10-26,6.2.7,4.0 and up,7.0,1.0,2.0,0.0,6.0,1.0,1.0,2,2731,91.0,3.0,6,2.0,6,1.6111111111111112,4,4,3.0
Speed Test - WiFi / Cellular speed test,TOOLS,4.1,24226.0,Varies with device,1000000,Free,0.0,Everyone,Tools,2017-06-27,1.0.5,Varies with device,13.0,4.0,13.0,0.0,6.0,1.0,1.0,15,2487,83.0,1.0,1,0.0,13,2.66,2,2,4.0
Sotheby's International Realty,LIFESTYLE,4.2,894.0,25M,50000,Free,0.0,Everyone,Lifestyle,2018-04-09,5.600.42,4.0.3 and up,10.0,2.0,3.0,25000.0,3.0,1.0,1.0,4,2201,73.0,2.0,5,2.0,7,2.1333333333333333,4,4,2.0
Free Fur All – We Bare Bears,FAMILY,4.2,256916.0,25M,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,2015-10-08,1.0.4,4.0 and up,15.0,5.0,12.0,25000.0,3.0,1.0,1.0,42,3115,104.0,1.0,1,0.0,6,3.55188679245283,2,2,3.0
To-U - free EV public charging,TRAVEL_AND_LOCAL,4.4,75.0,19M,1000,Free,0.0,Everyone,Travel & Local,2018-05-23,2.9.0,4.1 and up,7.0,1.0,22.0,19000.0,3.0,1.0,1.0,25,2157,72.0,4.0,2,1.0,9,2.892857142857143,3,3,3.0
Live Tennis Rankings / LTR,SPORTS,4.8,1660.0,4.7M,10000,Free,0.0,Everyone,Sports,2018-06-05,"3,9",4.0.3 and up,9.0,2.0,20.0,4700.0,1.0,1.0,1.0,23,2144,71.0,4.0,3,1.0,7,2.823529411764706,3,3,2.0
My Budget Book,FINANCE,4.7,19784.0,7.3M,100000,Paid,2.99,Everyone,Finance,2018-06-13,"7,6",4.0 and up,11.0,3.0,8.0,7300.0,2.0,0.0,1.0,10,2136,71.0,4.0,7,2.0,6,2.4,4,4,3.0
Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153.0,Varies with device,10000000,Free,0.0,Everyone,Health & Fitness,2018-08-02,Varies with device,Varies with device,15.0,5.0,17.0,0.0,6.0,1.0,1.0,20,2086,70.0,5.0,100,2.0,13,2.7560975609756095,4,4,4.0
H!LooK - Dating,DATING,4.2,46.0,26M,10000,Free,0.0,Mature 17+,Dating,2018-07-29,2.1.6,5.0 and up,9.0,2.0,4.0,26000.0,4.0,1.0,2.0,5,2090,70.0,5.0,2,1.0,10,2.142857142857143,3,3,3.0
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148.0,29M,100000000,Free,0.0,Everyone,Arcade,2018-08-01,"9,55",4.0.3 and up,17.0,5.0,30.0,29000.0,4.0,1.0,1.0,42,2087,70.0,5.0,9,2.0,7,3.55188679245283,4,4,2.0
CR Tracker for Chests,TOOLS,5.0,6.0,4.5M,50,Free,0.0,Everyone,Tools,2018-06-05,1.0.2,4.1 and up,4.0,0.0,13.0,4500.0,1.0,1.0,1.0,15,2144,71.0,4.0,1,0.0,9,2.66,2,2,3.0
Weill Cornell Medicine,MEDICAL,0.0,0.0,19M,50,Free,0.0,Everyone,Medical,2018-07-16,1.0.10,5.0 and up,4.0,0.0,0.0,19000.0,3.0,1.0,1.0,0,2103,70.0,5.0,1,0.0,10,1.3285198555956679,2,2,3.0
Grim Tales: The Wishes CE,GAME,4.3,4923.0,20M,100000,Free,0.0,Everyone 10+,Adventure,2015-08-26,1.0.0,2.3.3 and up,11.0,3.0,30.0,20000.0,3.0,1.0,5.0,32,3158,105.0,2.0,1,0.0,5,3.292307692307692,2,2,3.0
CCHT PREP,MEDICAL,3.6,25.0,266k,1000,Paid,10.99,Everyone,Medical,2016-12-08,"1,2",2.1 and up,7.0,1.0,0.0,266.0,6.0,0.0,1.0,0,2688,90.0,2.0,1,0.0,4,1.3285198555956679,2,2,2.0
Mu Mobile BR,BUSINESS,4.5,43.0,92M,100,Free,0.0,Everyone,Business,2018-07-20,3.0.0 By Luccas,2.3 and up,5.0,0.0,2.0,92000.0,5.0,1.0,1.0,2,2099,70.0,5.0,3,1.0,12,1.6111111111111112,3,3,3.0
ACCEPT CE MARKING,PRODUCTIVITY,0.0,0.0,30M,10,Free,0.0,Everyone,Productivity,2018-06-28,1,4.1 and up,3.0,0.0,15.0,30000.0,4.0,1.0,1.0,18,2121,71.0,4.0,1,0.0,9,2.7002237136465324,2,2,3.0
Fifth Edition DM Tools,FAMILY,4.1,942.0,3.0M,100000,Free,0.0,Everyone,Role Playing,2017-01-19,1.14b,3.0 and up,11.0,3.0,12.0,3000.0,6.0,1.0,1.0,36,2646,88.0,0.0,1,0.0,2,3.391891891891892,2,2,2.0
AT&T Visual Voicemail,COMMUNICATION,3.7,13761.0,Varies with device,10000000,Free,0.0,Everyone,Communication,2018-06-27,Varies with device,Varies with device,15.0,5.0,21.0,0.0,6.0,1.0,1.0,24,2122,71.0,4.0,100,2.0,13,2.889502762430939,4,4,4.0
TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,4.3,37517.0,17M,5000000,Free,0.0,Everyone,Food & Drink,2018-07-20,11.11.1,4.1 and up,14.0,4.0,24.0,17000.0,3.0,1.0,1.0,28,2099,70.0,5.0,11,2.0,9,3.013157894736842,4,4,3.0
Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744.0,10M,10000000,Free,0.0,Everyone,Entertainment;Creativity,2018-07-19,0.2.7,4.4 and up,15.0,5.0,12.0,10000.0,2.0,1.0,1.0,17,2100,70.0,5.0,0,0.0,11,2.6990131578947367,2,2,3.0
Differential Dx Free,MEDICAL,4.0,238.0,Varies with device,50000,Free,0.0,Everyone 10+,Medical,2018-01-07,Varies with device,Varies with device,10.0,2.0,0.0,0.0,6.0,1.0,5.0,0,2293,76.0,3.0,100,2.0,13,1.3285198555956679,4,4,4.0
Dermatology Atlas (Colored & Illustrative),MEDICAL,5.0,3.0,20M,100,Free,0.0,Everyone,Medical,2018-07-19,1,4.1 and up,5.0,0.0,0.0,20000.0,3.0,1.0,1.0,0,2100,70.0,5.0,1,0.0,9,1.3285198555956679,2,2,3.0
